student_id,name,gender,university,degree_program,year_of_study,interests,career_goal,skill_level,location,email,gpa,preferred_mentor_location,learning_preference,mentorship_goals,preferred_communication_style,languages,available_hours
S606,Student_606,Female,SLIIT,IT,4,Data Science,Security Analyst,Advanced,Galle,student_606@student.edu,2.88,same_city,reading,skill_development,structured,English,2
S607,Student_607,Female,University of Kelaniya,SE,1,Business IT,Lecturer,Beginner,Kandy,student_607@student.edu,3.49,same_city,auditory,skill_development,casual,"English,Sinhala",6
S608,Student_608,Male,University of Moratuwa,Cybersecurity,4,Data Science,Software Engineer,Advanced,Kandy,student_608@student.edu,2.97,any,reading,skill_development,casual,"English,Sinhala",3
S609,Student_609,Male,University of Peradeniya,IT,2,Business IT,Security Analyst,Intermediate,Galle,student_609@student.edu,3.44,any,auditory,skill_development,casual,English,1
S610,Student_610,Male,University of Moratuwa,SE,3,Networking,Data Scientist,Intermediate,Gampaha,student_610@student.edu,3.51,same_university,reading,networking,casual,"English,Tamil",2
S611,Student_611,Female,University of Colombo,SE,1,AI/ML,Security Analyst,Beginner,Kurunegala,student_611@student.edu,3.23,any,kinesthetic,networking,formal,"English,Tamil",1
S612,Student_612,Female,University of Colombo,SE,3,Data Science,Security Analyst,Beginner,Kurunegala,student_612@student.edu,3.62,same_university,kinesthetic,job_search,casual,"English,Tamil",6
S613,Student_613,Male,NSBM,SE,4,Software Engineering,Lecturer,Intermediate,Galle,student_613@student.edu,3.12,remote_only,auditory,research_guidance,formal,English,4
S614,Student_614,Male,University of Peradeniya,SE,3,Data Science,Security Analyst,Beginner,Kandy,student_614@student.edu,3.41,any,visual,career_guidance,flexible,"English,Tamil",7
S615,Student_615,Female,University of Moratuwa,Data Science,1,Networking,Security Analyst,Beginner,Kurunegala,student_615@student.edu,3.15,same_university,reading,skill_development,flexible,English,9
S616,Student_616,Male,University of Colombo,SE,2,Networking,Lecturer,Beginner,Kandy,student_616@student.edu,2.86,any,auditory,career_guidance,flexible,"English,Sinhala",6
S617,Student_617,Female,University of Peradeniya,Data Science,4,Data Science,Software Engineer,Beginner,Kurunegala,student_617@student.edu,3.92,remote_only,auditory,networking,formal,English,2
S618,Student_618,Male,NSBM,Data Science,3,Cybersecurity,Security Analyst,Intermediate,Kandy,student_618@student.edu,2.73,any,auditory,networking,formal,"English,Sinhala",2
S619,Student_619,Male,University of Peradeniya,Cybersecurity,3,Cybersecurity,Security Analyst,Intermediate,Colombo,student_619@student.edu,3.63,any,reading,research_guidance,structured,English,5
S620,Student_620,Male,University of Peradeniya,Cybersecurity,1,Data Science,Software Engineer,Advanced,Galle,student_620@student.edu,3.75,same_city,visual,networking,casual,English,1
S621,Student_621,Female,SLIIT,CS,2,AI/ML,Data Scientist,Advanced,Galle,student_621@student.edu,3.83,same_university,reading,networking,casual,"English,Sinhala",4
S622,Student_622,Female,SLIIT,Data Science,3,Business IT,Lecturer,Intermediate,Kandy,student_622@student.edu,3.4,any,reading,networking,flexible,"English,Sinhala",8
S623,Student_623,Female,University of Kelaniya,CS,3,Business IT,Software Engineer,Beginner,Gampaha,student_623@student.edu,3.9,same_university,reading,research_guidance,formal,English,6
S624,Student_624,Male,NSBM,SE,4,Cybersecurity,Security Analyst,Beginner,Kurunegala,student_624@student.edu,3.48,same_university,visual,job_search,casual,"English,Sinhala",8
S625,Student_625,Female,University of Moratuwa,IT,4,Data Science,Data Scientist,Advanced,Kurunegala,student_625@student.edu,3.25,same_university,auditory,research_guidance,structured,English,6
S626,Student_626,Female,SLIIT,SE,1,Software Engineering,Data Scientist,Beginner,Kurunegala,student_626@student.edu,3.26,same_university,reading,career_guidance,casual,"English,Tamil",3
S627,Student_627,Female,SLIIT,IT,4,Cybersecurity,Lecturer,Intermediate,Kurunegala,student_627@student.edu,3.71,remote_only,visual,career_guidance,formal,English,9
S628,Student_628,Male,NSBM,IT,2,Business IT,Software Engineer,Beginner,Colombo,student_628@student.edu,3.04,same_university,auditory,networking,structured,English,7
S629,Student_629,Male,IIT Sri Lanka,Cybersecurity,2,AI/ML,Lecturer,Intermediate,Kandy,student_629@student.edu,3.82,same_city,kinesthetic,networking,flexible,"English,Tamil",4
S630,Student_630,Male,University of Peradeniya,SE,1,Software Engineering,Lecturer,Beginner,Colombo,student_630@student.edu,3.2,same_university,kinesthetic,career_guidance,casual,"English,Tamil",6
S631,Student_631,Female,NSBM,SE,2,Cybersecurity,Data Scientist,Advanced,Kandy,student_631@student.edu,2.95,remote_only,auditory,networking,casual,English,8
S632,Student_632,Male,NSBM,Data Science,4,Data Science,Lecturer,Advanced,Gampaha,student_632@student.edu,3.24,remote_only,reading,career_guidance,flexible,"English,Sinhala",7
S633,Student_633,Female,SLIIT,SE,3,Networking,Security Analyst,Advanced,Kandy,student_633@student.edu,3.06,same_university,visual,job_search,casual,English,7
S634,Student_634,Male,University of Moratuwa,IT,4,Data Science,Software Engineer,Beginner,Gampaha,student_634@student.edu,2.75,same_city,auditory,skill_development,flexible,"English,Sinhala",9
S635,Student_635,Male,University of Kelaniya,IT,4,Business IT,Lecturer,Advanced,Kandy,student_635@student.edu,3.8,remote_only,visual,career_guidance,flexible,"English,Sinhala",2
S636,Student_636,Female,IIT Sri Lanka,Data Science,3,Business IT,Software Engineer,Advanced,Kandy,student_636@student.edu,4.0,same_city,reading,networking,structured,English,4
S637,Student_637,Female,IIT Sri Lanka,Cybersecurity,1,Business IT,Data Scientist,Advanced,Gampaha,student_637@student.edu,3.99,same_university,auditory,skill_development,structured,"English,Tamil",7
S638,Student_638,Male,University of Peradeniya,IT,2,Data Science,Software Engineer,Beginner,Colombo,student_638@student.edu,2.89,same_city,reading,research_guidance,structured,English,6
S639,Student_639,Female,University of Moratuwa,SE,3,Networking,Security Analyst,Beginner,Kurunegala,student_639@student.edu,2.62,any,auditory,career_guidance,flexible,"English,Sinhala",2
S640,Student_640,Female,University of Moratuwa,IT,1,Business IT,Data Scientist,Advanced,Kandy,student_640@student.edu,3.41,same_city,visual,job_search,structured,"English,Sinhala",2
S641,Student_641,Male,University of Kelaniya,Cybersecurity,2,AI/ML,Software Engineer,Beginner,Colombo,student_641@student.edu,3.32,remote_only,auditory,skill_development,formal,English,5
S642,Student_642,Female,University of Kelaniya,IT,2,Software Engineering,Data Scientist,Advanced,Gampaha,student_642@student.edu,3.79,any,visual,research_guidance,structured,English,5
S643,Student_643,Female,University of Moratuwa,Cybersecurity,2,Data Science,Security Analyst,Beginner,Colombo,student_643@student.edu,3.27,same_university,kinesthetic,research_guidance,flexible,"English,Sinhala",6
S644,Student_644,Male,IIT Sri Lanka,Data Science,1,Business IT,Data Scientist,Advanced,Kandy,student_644@student.edu,2.71,any,auditory,skill_development,casual,"English,Tamil",6
S645,Student_645,Female,University of Kelaniya,IT,1,AI/ML,Software Engineer,Advanced,Kurunegala,student_645@student.edu,3.41,same_city,auditory,research_guidance,casual,English,3
S646,Student_646,Male,University of Peradeniya,SE,2,Software Engineering,Data Scientist,Beginner,Gampaha,student_646@student.edu,3.52,same_university,kinesthetic,skill_development,flexible,"English,Sinhala",8
S647,Student_647,Female,IIT Sri Lanka,Cybersecurity,2,Data Science,Lecturer,Beginner,Colombo,student_647@student.edu,2.92,remote_only,visual,networking,structured,English,9
S648,Student_648,Female,University of Peradeniya,Data Science,4,AI/ML,Software Engineer,Beginner,Kurunegala,student_648@student.edu,3.5,same_university,visual,job_search,casual,"English,Sinhala",7
S649,Student_649,Female,NSBM,IT,1,Software Engineering,Software Engineer,Beginner,Colombo,student_649@student.edu,3.29,same_city,kinesthetic,networking,flexible,"English,Tamil",2
S650,Student_650,Male,University of Colombo,Cybersecurity,4,Software Engineering,Data Scientist,Advanced,Kandy,student_650@student.edu,3.18,same_university,visual,career_guidance,casual,"English,Tamil",3
S651,Student_651,Male,University of Moratuwa,IT,3,AI/ML,Security Analyst,Beginner,Kurunegala,student_651@student.edu,3.04,any,kinesthetic,skill_development,casual,"English,Sinhala",7
S652,Student_652,Female,University of Kelaniya,Cybersecurity,2,AI/ML,Security Analyst,Beginner,Gampaha,student_652@student.edu,3.85,same_university,kinesthetic,skill_development,flexible,"English,Sinhala",8
S653,Student_653,Female,IIT Sri Lanka,CS,2,Cybersecurity,Security Analyst,Beginner,Kurunegala,student_653@student.edu,3.71,remote_only,visual,job_search,structured,"English,Tamil",4
S654,Student_654,Male,University of Peradeniya,Cybersecurity,4,Business IT,Software Engineer,Advanced,Gampaha,student_654@student.edu,3.36,any,kinesthetic,career_guidance,casual,"English,Sinhala",2
S655,Student_655,Male,University of Kelaniya,Data Science,4,AI/ML,Lecturer,Advanced,Kandy,student_655@student.edu,2.6,same_city,kinesthetic,networking,casual,"English,Sinhala",8
S656,Student_656,Male,SLIIT,IT,1,Cybersecurity,Data Scientist,Beginner,Gampaha,student_656@student.edu,2.65,remote_only,kinesthetic,research_guidance,formal,English,4
S657,Student_657,Male,IIT Sri Lanka,CS,1,AI/ML,Lecturer,Intermediate,Colombo,student_657@student.edu,2.92,same_university,visual,job_search,formal,"English,Tamil",9
S658,Student_658,Male,NSBM,IT,1,AI/ML,Software Engineer,Intermediate,Kurunegala,student_658@student.edu,3.88,same_city,reading,career_guidance,structured,"English,Sinhala",7
S659,Student_659,Male,University of Moratuwa,Cybersecurity,3,Networking,Software Engineer,Beginner,Kurunegala,student_659@student.edu,3.3,any,visual,networking,casual,English,7
S660,Student_660,Female,IIT Sri Lanka,CS,1,Business IT,Lecturer,Advanced,Kandy,student_660@student.edu,2.54,any,reading,networking,structured,"English,Tamil",9
S661,Student_661,Female,University of Peradeniya,IT,1,Cybersecurity,Security Analyst,Advanced,Kurunegala,student_661@student.edu,3.44,same_university,visual,job_search,flexible,"English,Tamil",8
S662,Student_662,Female,NSBM,CS,4,Data Science,Security Analyst,Intermediate,Gampaha,student_662@student.edu,2.61,any,reading,skill_development,flexible,"English,Sinhala",2
S663,Student_663,Female,University of Colombo,Cybersecurity,2,Data Science,Lecturer,Beginner,Kandy,student_663@student.edu,3.2,same_university,kinesthetic,job_search,structured,"English,Tamil",7
S664,Student_664,Male,University of Peradeniya,Data Science,4,Networking,Security Analyst,Advanced,Kandy,student_664@student.edu,2.8,any,visual,career_guidance,structured,"English,Sinhala",9
S665,Student_665,Female,University of Peradeniya,Cybersecurity,2,Business IT,Software Engineer,Intermediate,Galle,student_665@student.edu,2.59,remote_only,auditory,career_guidance,casual,"English,Sinhala",5
S666,Student_666,Female,University of Kelaniya,Cybersecurity,3,Networking,Lecturer,Advanced,Galle,student_666@student.edu,3.79,remote_only,kinesthetic,research_guidance,formal,"English,Sinhala",7
S667,Student_667,Male,SLIIT,IT,3,Software Engineering,Data Scientist,Intermediate,Colombo,student_667@student.edu,3.87,remote_only,auditory,skill_development,formal,"English,Sinhala",5
S668,Student_668,Male,University of Moratuwa,SE,2,Data Science,Lecturer,Intermediate,Kandy,student_668@student.edu,3.89,same_city,kinesthetic,skill_development,flexible,"English,Sinhala",2
S669,Student_669,Female,University of Colombo,CS,2,Data Science,Software Engineer,Intermediate,Galle,student_669@student.edu,2.8,any,kinesthetic,job_search,structured,"English,Sinhala",4
S670,Student_670,Male,University of Kelaniya,IT,1,Data Science,Software Engineer,Advanced,Colombo,student_670@student.edu,2.56,same_university,kinesthetic,career_guidance,structured,"English,Sinhala",1
S671,Student_671,Female,University of Peradeniya,CS,3,Cybersecurity,Security Analyst,Advanced,Kandy,student_671@student.edu,3.5,any,kinesthetic,research_guidance,casual,"English,Tamil",5
S672,Student_672,Male,University of Colombo,Data Science,4,Software Engineering,Data Scientist,Intermediate,Colombo,student_672@student.edu,3.47,any,visual,research_guidance,casual,English,1
S673,Student_673,Female,NSBM,SE,4,Software Engineering,Data Scientist,Intermediate,Kandy,student_673@student.edu,3.42,same_university,auditory,networking,formal,English,9
S674,Student_674,Female,SLIIT,Data Science,4,Cybersecurity,Software Engineer,Intermediate,Kandy,student_674@student.edu,2.77,same_university,kinesthetic,skill_development,structured,"English,Sinhala",1
S675,Student_675,Female,University of Kelaniya,Data Science,1,Networking,Security Analyst,Intermediate,Galle,student_675@student.edu,2.91,same_city,kinesthetic,job_search,flexible,"English,Tamil",8
S676,Student_676,Male,University of Colombo,CS,4,Software Engineering,Software Engineer,Intermediate,Colombo,student_676@student.edu,3.42,same_city,auditory,job_search,flexible,English,2
S677,Student_677,Female,IIT Sri Lanka,Data Science,1,Cybersecurity,Software Engineer,Intermediate,Colombo,student_677@student.edu,3.29,remote_only,visual,networking,structured,English,9
S678,Student_678,Male,University of Kelaniya,CS,4,Data Science,Security Analyst,Beginner,Kurunegala,student_678@student.edu,3.92,any,visual,job_search,formal,English,9
S679,Student_679,Male,University of Peradeniya,SE,4,Business IT,Data Scientist,Intermediate,Kandy,student_679@student.edu,2.66,same_city,visual,research_guidance,structured,"English,Sinhala",2
S680,Student_680,Male,University of Kelaniya,Data Science,4,Cybersecurity,Software Engineer,Advanced,Gampaha,student_680@student.edu,3.74,same_university,kinesthetic,networking,structured,"English,Tamil",9
S681,Student_681,Male,University of Kelaniya,CS,4,Data Science,Lecturer,Beginner,Colombo,student_681@student.edu,3.5,same_city,auditory,networking,flexible,English,2
S682,Student_682,Female,University of Moratuwa,IT,2,Data Science,Lecturer,Advanced,Kurunegala,student_682@student.edu,2.92,same_university,visual,networking,casual,"English,Sinhala",9
S683,Student_683,Male,University of Moratuwa,Data Science,2,Cybersecurity,Security Analyst,Beginner,Kurunegala,student_683@student.edu,3.87,same_city,auditory,skill_development,formal,"English,Tamil",2
S684,Student_684,Female,University of Colombo,Cybersecurity,3,Cybersecurity,Lecturer,Intermediate,Gampaha,student_684@student.edu,3.27,same_university,reading,job_search,flexible,"English,Tamil",7
S685,Student_685,Female,IIT Sri Lanka,Cybersecurity,4,Data Science,Data Scientist,Intermediate,Kandy,student_685@student.edu,3.79,any,auditory,networking,casual,"English,Tamil",6
S686,Student_686,Male,NSBM,Data Science,2,Networking,Lecturer,Intermediate,Gampaha,student_686@student.edu,3.04,same_university,reading,job_search,flexible,English,3
S687,Student_687,Male,IIT Sri Lanka,SE,3,Networking,Software Engineer,Intermediate,Kurunegala,student_687@student.edu,3.13,remote_only,auditory,career_guidance,casual,English,9
S688,Student_688,Female,University of Colombo,CS,1,Data Science,Lecturer,Intermediate,Gampaha,student_688@student.edu,2.93,same_university,kinesthetic,career_guidance,flexible,English,8
S689,Student_689,Female,University of Moratuwa,Data Science,1,Business IT,Data Scientist,Advanced,Gampaha,student_689@student.edu,3.23,any,kinesthetic,networking,formal,"English,Tamil",1
