mentor_id,name,gender,university,industry_role,domain,experience_years,skills,location,document_score,interview_score,verification_level,email,linkedin_profile,availability_hours,mentoring_style,languages,combined_verification_score,response_rate,average_rating,mentorship_capacity,current_mentees,total_sessions,alumni_source
M2151,Mentor_2151,Female,University of Kelaniya,Software Engineer,Software Engineering,11,"Cloud Computing,Data Analysis,Java",Kandy,94.0,73.0,Gold,mentor_2151@university.edu,https://linkedin.com/in/mentor_2151,7,formal,"English,Sinhala",83.1,0.86,3.71,,,,
M2152,Mentor_2152,Female,University of Colombo,Lecturer,Business IT,17,"Python,Cloud Computing,Data Analysis",Gampaha,94.0,55.0,Gold,mentor_2152@university.edu,https://linkedin.com/in/mentor_2152,6,formal,English,78.38,0.78,4.3,,,,
M2153,Mentor_2153,Male,University of Colombo,Data Scientist,Data Science,5,"Java,Machine Learning,Cybersecurity",Gampaha,67.0,91.0,Silver,mentor_2153@university.edu,https://linkedin.com/in/mentor_2153,12,structured,"English,Sinhala",75.91,0.88,3.72,,,,
M2154,Mentor_2154,Female,University of Colombo,Lecturer,Software Engineering,19,"Cloud Computing,Data Analysis,Java",Galle,51.0,68.0,Silver,mentor_2154@university.edu,https://linkedin.com/in/mentor_2154,12,flexible,"English,Tamil",91.15,0.88,3.72,,,,
M2155,Mentor_2155,Male,SLIIT,Lecturer,Cybersecurity,16,"Cybersecurity,Machine Learning,Java",Kurunegala,55.0,59.0,Bronze,mentor_2155@university.edu,https://linkedin.com/in/mentor_2155,10,flexible,English,79.26,0.8,4.42,,,,
M2156,Mentor_2156,Female,University of Peradeniya,Data Scientist,Data Science,12,"Cloud Computing,Machine Learning,Python",Kandy,83.0,81.0,Silver,mentor_2156@university.edu,https://linkedin.com/in/mentor_2156,2,casual,"English,Sinhala",77.16,0.85,3.66,,,,
M2157,Mentor_2157,Male,IIT Sri Lanka,Consultant,AI/ML,10,"Java,Machine Learning,Cybersecurity",Kurunegala,59.0,56.0,Gold,mentor_2157@university.edu,https://linkedin.com/in/mentor_2157,11,flexible,English,77.94,0.88,3.88,,,,
M2158,Mentor_2158,Female,University of Colombo,Software Engineer,Business IT,7,"Cloud Computing,Cybersecurity,Data Analysis",Gampaha,70.0,71.0,Bronze,mentor_2158@university.edu,https://linkedin.com/in/mentor_2158,19,flexible,English,80.11,0.75,4.55,,,,
M2159,Mentor_2159,Male,University of Colombo,Lecturer,Software Engineering,12,"Cloud Computing,Cybersecurity,Data Analysis",Kurunegala,69.0,68.0,Silver,mentor_2159@university.edu,https://linkedin.com/in/mentor_2159,13,flexible,English,76.14,0.84,3.96,,,,
M2160,Mentor_2160,Female,NSBM,Consultant,AI/ML,8,"Cybersecurity,Java,Cloud Computing",Gampaha,78.0,65.0,Bronze,mentor_2160@university.edu,https://linkedin.com/in/mentor_2160,4,flexible,"English,Sinhala",93.83,0.98,3.57,,,,
M2161,Mentor_2161,Female,University of Moratuwa,Data Scientist,Cybersecurity,11,"Java,Python,Machine Learning",Galle,90.0,83.0,Bronze,mentor_2161@university.edu,https://linkedin.com/in/mentor_2161,6,casual,"English,Sinhala",94.95,0.74,4.59,,,,
M2162,Mentor_2162,Male,IIT Sri Lanka,Consultant,Software Engineering,10,"Data Analysis,Java,Python",Kurunegala,88.0,82.0,Silver,mentor_2162@university.edu,https://linkedin.com/in/mentor_2162,19,formal,"English,Sinhala",92.8,0.72,4.71,,,,
M2163,Mentor_2163,Female,NSBM,Data Scientist,Networking,19,"Cloud Computing,Machine Learning,Data Analysis",Kandy,58.0,62.0,Silver,mentor_2163@university.edu,https://linkedin.com/in/mentor_2163,17,formal,"English,Sinhala",69.84,0.89,4.63,,,,
M2164,Mentor_2164,Female,IIT Sri Lanka,Data Scientist,AI/ML,11,"Java,Machine Learning,Python",Gampaha,56.0,57.0,Bronze,mentor_2164@university.edu,https://linkedin.com/in/mentor_2164,14,formal,English,76.35,0.89,4.43,,,,
M2165,Mentor_2165,Female,IIT Sri Lanka,Software Engineer,Software Engineering,16,"Cloud Computing,Cybersecurity,Data Analysis",Kurunegala,88.0,86.0,Gold,mentor_2165@university.edu,https://linkedin.com/in/mentor_2165,4,formal,English,75.34,0.74,4.08,,,,
M2166,Mentor_2166,Male,SLIIT,Data Scientist,Software Engineering,14,"Java,Cloud Computing,Cybersecurity",Kandy,55.0,78.0,Silver,mentor_2166@university.edu,https://linkedin.com/in/mentor_2166,5,formal,English,61.86,0.8,4.41,,,,
M2167,Mentor_2167,Male,University of Moratuwa,Lecturer,AI/ML,16,"Python,Machine Learning,Cloud Computing",Kurunegala,97.0,97.0,Gold,mentor_2167@university.edu,https://linkedin.com/in/mentor_2167,7,casual,English,62.79,0.83,4.69,,,,
M2168,Mentor_2168,Female,NSBM,Data Scientist,Cybersecurity,20,"Python,Data Analysis,Machine Learning",Gampaha,92.0,68.0,Bronze,mentor_2168@university.edu,https://linkedin.com/in/mentor_2168,6,formal,"English,Tamil",67.57,0.73,4.83,,,,
M2169,Mentor_2169,Female,NSBM,Software Engineer,Data Science,4,"Cybersecurity,Data Analysis,Cloud Computing",Colombo,96.0,53.0,Bronze,mentor_2169@university.edu,https://linkedin.com/in/mentor_2169,8,flexible,"English,Sinhala",88.09,0.74,4.82,,,,
M2170,Mentor_2170,Female,IIT Sri Lanka,Software Engineer,Networking,7,"Python,Java,Data Analysis",Kurunegala,85.0,85.0,Gold,mentor_2170@university.edu,https://linkedin.com/in/mentor_2170,12,flexible,English,67.73,0.91,3.64,,,,
M2171,Mentor_2171,Female,NSBM,Data Scientist,Cybersecurity,13,"Java,Cybersecurity,Python",Gampaha,80.0,94.0,Gold,mentor_2171@university.edu,https://linkedin.com/in/mentor_2171,11,formal,"English,Tamil",90.82,0.93,3.95,,,,
M2172,Mentor_2172,Female,University of Moratuwa,Data Scientist,Networking,16,"Java,Python,Cybersecurity",Kandy,61.0,87.0,Silver,mentor_2172@university.edu,https://linkedin.com/in/mentor_2172,17,casual,English,60.81,0.74,4.41,,,,
M2173,Mentor_2173,Female,NSBM,Consultant,Cybersecurity,8,"Cybersecurity,Machine Learning,Python",Galle,100.0,80.0,Silver,mentor_2173@university.edu,https://linkedin.com/in/mentor_2173,4,flexible,English,90.5,0.78,4.39,,,,
M2174,Mentor_2174,Female,University of Kelaniya,Consultant,Cybersecurity,5,"Cloud Computing,Python,Cybersecurity",Kandy,99.0,80.0,Gold,mentor_2174@university.edu,https://linkedin.com/in/mentor_2174,2,casual,"English,Tamil",83.41,0.83,4.22,,,,
M2175,Mentor_2175,Male,University of Kelaniya,Data Scientist,Business IT,8,"Data Analysis,Cloud Computing,Machine Learning",Colombo,92.0,87.0,Gold,mentor_2175@university.edu,https://linkedin.com/in/mentor_2175,11,formal,"English,Sinhala",65.16,0.72,4.5,,,,
M2176,Mentor_2176,Female,University of Kelaniya,Lecturer,Data Science,18,"Cybersecurity,Python,Data Analysis",Gampaha,100.0,83.0,Gold,mentor_2176@university.edu,https://linkedin.com/in/mentor_2176,18,flexible,"English,Sinhala",74.26,0.87,4.84,,,,
M2177,Mentor_2177,Female,University of Moratuwa,Software Engineer,Data Science,9,"Data Analysis,Python,Java",Colombo,52.0,92.0,Silver,mentor_2177@university.edu,https://linkedin.com/in/mentor_2177,5,flexible,"English,Tamil",84.95,0.82,4.29,,,,
M2178,Mentor_2178,Male,University of Peradeniya,Data Scientist,AI/ML,18,"Java,Machine Learning,Cloud Computing",Galle,52.0,74.0,Bronze,mentor_2178@university.edu,https://linkedin.com/in/mentor_2178,8,formal,English,90.23,0.92,4.57,,,,
M2179,Mentor_2179,Female,University of Peradeniya,Lecturer,Business IT,18,"Java,Data Analysis,Cybersecurity",Colombo,54.0,55.0,Gold,mentor_2179@university.edu,https://linkedin.com/in/mentor_2179,15,casual,English,61.6,0.85,4.0,,,,
M2180,Mentor_2180,Female,IIT Sri Lanka,Software Engineer,Networking,13,"Cloud Computing,Cybersecurity,Data Analysis",Galle,85.0,87.0,Bronze,mentor_2180@university.edu,https://linkedin.com/in/mentor_2180,2,structured,"English,Sinhala",69.52,0.95,4.31,,,,
M2181,Mentor_2181,Male,IIT Sri Lanka,Data Scientist,Cybersecurity,2,"Cybersecurity,Python,Machine Learning",Gampaha,79.0,60.0,Bronze,mentor_2181@university.edu,https://linkedin.com/in/mentor_2181,15,flexible,"English,Sinhala",72.15,0.94,3.57,,,,
M2182,Mentor_2182,Female,University of Kelaniya,Lecturer,Cybersecurity,4,"Python,Cloud Computing,Java",Gampaha,99.0,76.0,Silver,mentor_2182@university.edu,https://linkedin.com/in/mentor_2182,15,flexible,"English,Sinhala",92.03,0.92,4.47,,,,
M2183,Mentor_2183,Female,SLIIT,Software Engineer,Data Science,9,"Cybersecurity,Data Analysis,Cloud Computing",Galle,79.0,69.0,Gold,mentor_2183@university.edu,https://linkedin.com/in/mentor_2183,18,flexible,English,73.28,0.8,3.6,,,,
M2184,Mentor_2184,Male,University of Kelaniya,Lecturer,Business IT,15,"Cloud Computing,Machine Learning,Cybersecurity",Kurunegala,63.0,79.0,Gold,mentor_2184@university.edu,https://linkedin.com/in/mentor_2184,12,formal,"English,Tamil",61.55,0.96,4.96,,,,
M2185,Mentor_2185,Female,University of Moratuwa,Lecturer,Networking,9,"Python,Cloud Computing,Java",Colombo,64.0,86.0,Silver,mentor_2185@university.edu,https://linkedin.com/in/mentor_2185,6,flexible,"English,Sinhala",87.44,0.9,3.84,,,,
M2186,Mentor_2186,Male,University of Moratuwa,Data Scientist,Cybersecurity,13,"Data Analysis,Machine Learning,Java",Gampaha,81.0,63.0,Silver,mentor_2186@university.edu,https://linkedin.com/in/mentor_2186,17,flexible,"English,Sinhala",60.65,0.81,4.07,,,,
M2187,Mentor_2187,Male,IIT Sri Lanka,Lecturer,Business IT,9,"Python,Cloud Computing,Data Analysis",Galle,64.0,100.0,Bronze,mentor_2187@university.edu,https://linkedin.com/in/mentor_2187,19,flexible,"English,Sinhala",77.34,0.88,3.8,,,,
M2188,Mentor_2188,Male,University of Moratuwa,Lecturer,Data Science,5,"Cybersecurity,Machine Learning,Data Analysis",Gampaha,64.0,84.0,Bronze,mentor_2188@university.edu,https://linkedin.com/in/mentor_2188,10,formal,"English,Sinhala",92.66,0.81,4.98,,,,
M2189,Mentor_2189,Male,University of Kelaniya,Consultant,Software Engineering,19,"Cybersecurity,Python,Cloud Computing",Colombo,79.0,96.0,Bronze,mentor_2189@university.edu,https://linkedin.com/in/mentor_2189,17,formal,"English,Sinhala",85.09,0.79,3.89,,,,
M2190,Mentor_2190,Male,SLIIT,Lecturer,Software Engineering,17,"Data Analysis,Python,Machine Learning",Kandy,57.0,100.0,Silver,mentor_2190@university.edu,https://linkedin.com/in/mentor_2190,13,casual,"English,Sinhala",65.73,0.97,4.38,,,,
M2191,Mentor_2191,Male,University of Colombo,Software Engineer,Networking,8,"Cloud Computing,Data Analysis,Java",Kandy,56.0,65.0,Silver,mentor_2191@university.edu,https://linkedin.com/in/mentor_2191,13,flexible,"English,Tamil",92.24,0.88,4.68,,,,
M2192,Mentor_2192,Male,IIT Sri Lanka,Software Engineer,Cybersecurity,10,"Python,Java,Data Analysis",Kandy,65.0,84.0,Gold,mentor_2192@university.edu,https://linkedin.com/in/mentor_2192,7,formal,English,79.5,0.93,3.62,,,,
M2193,Mentor_2193,Male,University of Peradeniya,Lecturer,Software Engineering,10,"Java,Python,Cloud Computing",Kandy,73.0,89.0,Bronze,mentor_2193@university.edu,https://linkedin.com/in/mentor_2193,5,casual,English,92.93,0.97,4.75,,,,
M2194,Mentor_2194,Female,SLIIT,Lecturer,AI/ML,13,"Python,Java,Cybersecurity",Gampaha,66.0,90.0,Bronze,mentor_2194@university.edu,https://linkedin.com/in/mentor_2194,4,structured,English,85.37,0.78,3.94,,,,
M2195,Mentor_2195,Male,University of Kelaniya,Software Engineer,Data Science,9,"Cybersecurity,Cloud Computing,Machine Learning",Galle,62.0,69.0,Bronze,mentor_2195@university.edu,https://linkedin.com/in/mentor_2195,11,formal,English,63.08,0.98,4.38,,,,
M2196,Mentor_2196,Male,University of Peradeniya,Software Engineer,Networking,14,"Java,Cloud Computing,Python",Kurunegala,53.0,59.0,Gold,mentor_2196@university.edu,https://linkedin.com/in/mentor_2196,3,formal,"English,Sinhala",71.46,0.74,4.46,,,,
M2197,Mentor_2197,Male,University of Peradeniya,Data Scientist,Networking,9,"Java,Cloud Computing,Cybersecurity",Galle,56.0,65.0,Bronze,mentor_2197@university.edu,https://linkedin.com/in/mentor_2197,6,flexible,"English,Sinhala",63.55,0.97,3.77,,,,
M2198,Mentor_2198,Male,University of Kelaniya,Software Engineer,Cybersecurity,12,"Cloud Computing,Java,Python",Colombo,79.0,57.0,Gold,mentor_2198@university.edu,https://linkedin.com/in/mentor_2198,11,structured,"English,Tamil",87.46,0.88,3.73,,,,
M2199,Mentor_2199,Male,University of Moratuwa,Software Engineer,AI/ML,19,"Cloud Computing,Python,Cybersecurity",Kurunegala,80.0,52.0,Gold,mentor_2199@university.edu,https://linkedin.com/in/mentor_2199,17,structured,English,69.64,0.79,4.91,,,,
M2200,Mentor_2200,Male,IIT Sri Lanka,Consultant,Data Science,9,"Cloud Computing,Cybersecurity,Data Analysis",Colombo,79.0,76.0,Silver,mentor_2200@university.edu,https://linkedin.com/in/mentor_2200,3,structured,"English,Sinhala",94.87,0.82,4.54,,,,
M2201,Mentor_2201,Male,University of Colombo,Software Engineer,Cybersecurity,16,"Python,Machine Learning,Java",Colombo,85.0,93.0,Bronze,mentor_2201@university.edu,https://linkedin.com/in/mentor_2201,17,casual,"English,Sinhala",60.84,0.77,3.88,,,,
M2202,Mentor_2202,Female,NSBM,Consultant,AI/ML,13,"Cybersecurity,Java,Data Analysis",Kurunegala,50.0,60.0,Silver,mentor_2202@university.edu,https://linkedin.com/in/mentor_2202,12,casual,"English,Tamil",76.33,0.94,4.79,,,,
M2203,Mentor_2203,Male,University of Moratuwa,Lecturer,AI/ML,14,"Python,Machine Learning,Java",Gampaha,74.0,93.0,Bronze,mentor_2203@university.edu,https://linkedin.com/in/mentor_2203,6,casual,"English,Sinhala",91.68,0.91,3.87,,,,
M2204,Mentor_2204,Female,University of Kelaniya,Data Scientist,Business IT,9,"Python,Java,Machine Learning",Kurunegala,60.0,79.0,Gold,mentor_2204@university.edu,https://linkedin.com/in/mentor_2204,18,structured,"English,Sinhala",83.15,0.91,4.65,,,,
M2205,Mentor_2205,Male,University of Colombo,Consultant,AI/ML,14,"Python,Cybersecurity,Machine Learning",Kandy,69.0,55.0,Silver,mentor_2205@university.edu,https://linkedin.com/in/mentor_2205,16,structured,"English,Tamil",62.99,0.95,4.1,,,,
M2206,Mentor_2206,Female,NSBM,Lecturer,Networking,16,"Cloud Computing,Java,Python",Colombo,71.0,63.0,Silver,mentor_2206@university.edu,https://linkedin.com/in/mentor_2206,14,formal,"English,Tamil",78.1,0.89,4.43,,,,
M2207,Mentor_2207,Male,University of Peradeniya,Software Engineer,Cybersecurity,2,"Data Analysis,Machine Learning,Java",Galle,63.0,56.0,Gold,mentor_2207@university.edu,https://linkedin.com/in/mentor_2207,14,formal,English,61.47,0.91,4.26,,,,
M2208,Mentor_2208,Male,University of Peradeniya,Data Scientist,Business IT,12,"Data Analysis,Cybersecurity,Python",Gampaha,88.0,95.0,Bronze,mentor_2208@university.edu,https://linkedin.com/in/mentor_2208,11,flexible,English,73.33,0.99,3.77,,,,
M2209,Mentor_2209,Male,SLIIT,Software Engineer,Networking,7,"Cloud Computing,Java,Data Analysis",Galle,67.0,76.0,Silver,mentor_2209@university.edu,https://linkedin.com/in/mentor_2209,5,casual,"English,Sinhala",69.65,0.97,3.67,,,,
M2210,Mentor_2210,Male,NSBM,Lecturer,Networking,6,"Python,Cloud Computing,Java",Kurunegala,87.0,87.0,Silver,mentor_2210@university.edu,https://linkedin.com/in/mentor_2210,9,flexible,English,92.23,0.96,3.64,,,,
M2211,Mentor_2211,Male,NSBM,Lecturer,AI/ML,13,"Cybersecurity,Cloud Computing,Java",Gampaha,63.0,84.0,Gold,mentor_2211@university.edu,https://linkedin.com/in/mentor_2211,2,formal,"English,Sinhala",70.36,0.98,3.88,,,,
M2212,Mentor_2212,Female,University of Colombo,Lecturer,Data Science,4,"Java,Cybersecurity,Machine Learning",Kandy,57.0,86.0,Silver,mentor_2212@university.edu,https://linkedin.com/in/mentor_2212,15,structured,"English,Tamil",66.4,0.9,4.63,,,,
M2213,Mentor_2213,Male,University of Moratuwa,Data Scientist,Data Science,14,"Cybersecurity,Cloud Computing,Python",Gampaha,69.0,56.0,Bronze,mentor_2213@university.edu,https://linkedin.com/in/mentor_2213,17,flexible,English,63.58,0.74,3.65,,,,
M2214,Mentor_2214,Female,University of Moratuwa,Consultant,Software Engineering,20,"Cybersecurity,Machine Learning,Cloud Computing",Colombo,92.0,90.0,Bronze,mentor_2214@university.edu,https://linkedin.com/in/mentor_2214,17,structured,"English,Sinhala",71.47,0.92,4.85,,,,
M2215,Mentor_2215,Female,University of Peradeniya,Lecturer,AI/ML,2,"Machine Learning,Cloud Computing,Python",Galle,90.0,58.0,Silver,mentor_2215@university.edu,https://linkedin.com/in/mentor_2215,10,casual,"English,Sinhala",94.93,0.9,4.78,,,,
M2216,Mentor_2216,Male,University of Colombo,Data Scientist,Business IT,3,"Cloud Computing,Cybersecurity,Data Analysis",Kandy,53.0,84.0,Silver,mentor_2216@university.edu,https://linkedin.com/in/mentor_2216,2,flexible,"English,Sinhala",72.65,0.86,4.8,,,,
M2217,Mentor_2217,Female,SLIIT,Software Engineer,AI/ML,15,"Cybersecurity,Machine Learning,Java",Kandy,55.0,70.0,Silver,mentor_2217@university.edu,https://linkedin.com/in/mentor_2217,10,flexible,English,92.63,0.93,4.58,,,,
M2218,Mentor_2218,Female,University of Kelaniya,Data Scientist,AI/ML,4,"Machine Learning,Java,Data Analysis",Colombo,90.0,65.0,Bronze,mentor_2218@university.edu,https://linkedin.com/in/mentor_2218,6,formal,"English,Tamil",89.04,0.81,4.5,,,,
M2219,Mentor_2219,Female,University of Kelaniya,Lecturer,Business IT,13,"Data Analysis,Cloud Computing,Machine Learning",Gampaha,79.0,66.0,Silver,mentor_2219@university.edu,https://linkedin.com/in/mentor_2219,4,formal,English,91.32,0.86,4.72,,,,
M2220,Mentor_2220,Male,IIT Sri Lanka,Lecturer,Cybersecurity,7,"Cybersecurity,Python,Cloud Computing",Kurunegala,84.0,66.0,Silver,mentor_2220@university.edu,https://linkedin.com/in/mentor_2220,8,casual,"English,Tamil",80.4,0.72,4.51,,,,
M2221,Mentor_2221,Female,University of Kelaniya,Software Engineer,Data Science,19,"Machine Learning,Cybersecurity,Java",Gampaha,79.0,66.0,Gold,mentor_2221@university.edu,https://linkedin.com/in/mentor_2221,16,flexible,"English,Sinhala",65.32,0.9,3.61,,,,
M2222,Mentor_2222,Female,University of Moratuwa,Lecturer,Business IT,11,"Java,Data Analysis,Python",Kandy,68.0,77.0,Silver,mentor_2222@university.edu,https://linkedin.com/in/mentor_2222,7,casual,"English,Sinhala",90.58,0.94,3.99,,,,
M2223,Mentor_2223,Female,University of Kelaniya,Software Engineer,AI/ML,15,"Cybersecurity,Cloud Computing,Java",Kandy,61.0,60.0,Bronze,mentor_2223@university.edu,https://linkedin.com/in/mentor_2223,12,flexible,"English,Sinhala",78.57,0.73,4.36,,,,
M2224,Mentor_2224,Female,University of Colombo,Consultant,Data Science,15,"Java,Cybersecurity,Data Analysis",Gampaha,50.0,69.0,Silver,mentor_2224@university.edu,https://linkedin.com/in/mentor_2224,9,formal,"English,Sinhala",77.09,0.86,4.05,,,,
M2225,Mentor_2225,Male,University of Colombo,Data Scientist,AI/ML,6,"Data Analysis,Java,Cloud Computing",Colombo,100.0,52.0,Bronze,mentor_2225@university.edu,https://linkedin.com/in/mentor_2225,15,structured,"English,Tamil",74.27,0.99,4.14,,,,
M2226,Mentor_2226,Female,University of Colombo,Lecturer,Data Science,6,"Java,Cybersecurity,Cloud Computing",Gampaha,97.0,66.0,Silver,mentor_2226@university.edu,https://linkedin.com/in/mentor_2226,14,formal,English,70.32,0.82,4.36,,,,
M2227,Mentor_2227,Female,University of Moratuwa,Consultant,Software Engineering,12,"Machine Learning,Data Analysis,Java",Kandy,80.0,81.0,Gold,mentor_2227@university.edu,https://linkedin.com/in/mentor_2227,12,casual,"English,Sinhala",84.2,0.93,4.04,,,,
M2228,Mentor_2228,Male,IIT Sri Lanka,Software Engineer,Software Engineering,6,"Java,Cloud Computing,Python",Galle,91.0,90.0,Silver,mentor_2228@university.edu,https://linkedin.com/in/mentor_2228,15,flexible,English,67.08,0.9,3.65,,,,
M2229,Mentor_2229,Female,IIT Sri Lanka,Data Scientist,Business IT,8,"Cloud Computing,Python,Cybersecurity",Kandy,83.0,81.0,Bronze,mentor_2229@university.edu,https://linkedin.com/in/mentor_2229,16,structured,English,88.58,0.89,4.19,,,,
M2230,Mentor_2230,Male,University of Colombo,Software Engineer,Software Engineering,11,"Cloud Computing,Java,Data Analysis",Gampaha,71.0,78.0,Gold,mentor_2230@university.edu,https://linkedin.com/in/mentor_2230,8,structured,"English,Sinhala",82.57,0.98,4.87,,,,
M2231,Mentor_2231,Female,University of Colombo,Data Scientist,Networking,3,"Python,Java,Cloud Computing",Kurunegala,59.0,87.0,Bronze,mentor_2231@university.edu,https://linkedin.com/in/mentor_2231,9,formal,"English,Sinhala",70.59,0.81,3.66,,,,
M2232,Mentor_2232,Female,SLIIT,Data Scientist,Cybersecurity,6,"Machine Learning,Python,Cloud Computing",Kurunegala,78.0,72.0,Silver,mentor_2232@university.edu,https://linkedin.com/in/mentor_2232,10,formal,English,94.36,0.73,3.63,,,,
M2233,Mentor_2233,Male,IIT Sri Lanka,Software Engineer,Software Engineering,15,"Data Analysis,Cloud Computing,Machine Learning",Galle,82.0,85.0,Gold,mentor_2233@university.edu,https://linkedin.com/in/mentor_2233,14,structured,"English,Tamil",77.96,0.75,4.92,,,,
